East Devon	Hugo	Swire	Con	http://www.hugoswire.org.uk
East Ham	Stephen	Timms	Labour	http://www.stephentimmsmp.org.uk
East Hampshire	Michael	Mates	Con	http://www.epolitix.com/webminster/michael-mates
East Kilbride	Adam	Ingram	Labour	
East Londonderry	Gregory	Campbell	DU	
East Lothian	Anne	Picking	Labour	
East Surrey	Peter	Ainsworth	Con	http://www.peterainsworth.com/
East Worthing & Shoreham	Tim	Loughton	Con	http://www.timloughton.com
East Yorkshire	Greg	Knight	Con	http://www.gregknight.com
Eastbourne	Nigel	Waterson	Con	http://www.nigelwaterson.com
Eastleigh	David	Chidgey	LD	http://www.eastleighlibdems.org.uk/
Eastwood	Jim	Murphy	Labour	http://www.jimmurphymp.com
Eccles	Ian	Stewart	Labour	
Eddisbury	Stephen	O'Brien	Con	http://www.epolitix.com/EN/MPWebsites/Stephen+OBrien/
Edinburgh Central	Alistair	Darling	Labour	
Edinburgh East & Musselburgh	Gavin	Strang	Labour	http://www.gavinstrangmp.co.uk
Edinburgh North & Leith	Mark	Lazarowicz	Labour	http://www.marklazarowicz.org.uk
Edinburgh Pentlands	Lynda	Clark	Labour	
Edinburgh South	Nigel	Griffiths	Labour	http://www.nigelgriffiths.co.uk
Edinburgh West	John	Barrett	LD	http://www.johnbarrettmp.com
Edmonton	Andrew	Love	Labour	http://www.AndyLoveMP.com
Ellesmere Port & Neston	Andrew	Miller	Labour	http://www.andrew-miller-mp.co.uk/
Elmet	Colin	Burgon	Labour	http://www.colinburgon.co.uk/
Eltham	Clive	Efford	Labour	
Enfield North	Joan	Ryan	Labour	http://www.joanryan.labour.co.uk
Enfield, Southgate	Stephen	Twigg	Labour	http://www.stephentwigg.com
Epping Forest	Eleanor	Laing	Con	http://www.eppingconservatives.com/
Epsom & Ewell	Chris	Grayling	Con	http://www.chrisgrayling.net
Erewash	Liz	Blackman	Labour	
Erith & Thamesmead	John	Austin	Labour	http://www.epolitix.com/webminster/john-austin
Esher & Walton	Ian	Taylor	Con	http://www.iantaylormp.com
Exeter	Ben	Bradshaw	Labour	http://www.benbradshaw.co.uk
Falkirk East	Michael	Connarty	Labour	http://www.mconnartymp.org.uk
Falkirk West	Eric	Joyce	Labour	http://www.epolitix.com/webminster/eric-joyce
Falmouth & Camborne	Candy	Atherton	Labour	http://www.candyatherton.labour.co.uk
Fareham	Mark	Hoban	Con	http://www.markhoban.com
Faversham & Mid Kent	Hugh	Robertson	Con	http://www.hughrobertson.org.uk
Feltham & Heston	Alan	Keen	Labour	http://www.alankeen.com
Fermanagh & South Tyrone	Michelle	Gildernew	SF	
Finchley & Golders Green	Rudi	Vis	Labour	
Folkestone & Hythe	Michael	Howard	Con	http://www.michaelhowardmp.com/
Forest of Dean	Diana	Organ	Labour	http://www.dianaorgan.labour.co.uk
Foyle	John	Hume	SDLP	
Fylde	Michael	Jack	Con	http://www.michaeljackmp.org.uk
Gainsborough	Edward	Leigh	Con	http://www.edwardleigh.net
Galloway & Upper Nithsdale	Peter	Duncan	Con	http://www.peterduncan.org.uk
Gateshead East & Washington West	Joyce	Quin	Labour	http://www.epolitix.com/EN/MPWebsites/Joyce+Quin/
Gedling	Vernon	Coaker	Labour	http://www.vernon-coaker-mp.co.uk
Gillingham	Paul	Clark	Labour	http://www.paulclark.labour.co.uk
Glasgow, Anniesland	John	Robertson	Labour	http://www.johnrobertsonmp.co.uk
Glasgow, Baillieston	Jimmy	Wray	Labour	http://www.epolitix.com/webminster/jimmy-wray
Glasgow, Cathcart	Tom	Harris	Labour	http://www.tomharris.org.uk
Glasgow, Govan	Mohammad	Sarwar	Labour	http://www.sarwar.org.uk
Glasgow, Kelvin	George	Galloway	Labour	http://www.epolitix.com/webminster/george-galloway
Glasgow, Maryhill	Ann	McKechin	Labour	http://www.annmckechinmp.net/
Glasgow, Pollok	Ian	Davidson	Labour	http://www.epolitix.com/webminster/ian-davidson
Glasgow, Rutherglen	Thomas	McAvoy	Labour	http://www.tommymcavoy.org.uk/
Glasgow, Shettleston	David	Marshall	Labour	
Glasgow, Springburn	Michael	Martin	SPK	
Gloucester	Parmjit	Dhanda	Labour	http://www.parmjitdhanda.co.uk
Gordon	Malcolm	Bruce	LD	http://www.malcolmbruce.org.uk/
Gosport	Peter	Viggers	Con	http://www.peterviggers.co.uk
Gower	Martin	Caton	Labour	
Grantham & Stamford	Quentin	Davies	Con	
Gravesham	Chris	Pond	Labour	http://www.epolitix.com/webminster/chris-pond
Great Grimsby	Austin	Mitchell	Labour	http://www.austinmitchell.co.uk
Great Yarmouth	Anthony D.	Wright	Labour	http://www.epolitix.com/EN/MPWebsites/Tony+Wright/
Greenock & Inverclyde	David	Cairns	Labour	http://www.davidcairns.com
Greenwich & Woolwich	Nick	Raynsford	Labour	http://www.epolitix.com/webminster/nick-raynsford
Guildford	Sue	Doughty	LD	http://www.suedoughty.org
Hackney North & Stoke Newington	Diane	Abbott	Labour	http://www.dianeabbott.labour.co.uk/
Hackney South & Shoreditch	Brian	Sedgemore	Labour	
Halesowen & Rowley Regis	Sylvia	Heal	DCWM	
Halifax	Alice	Mahon	Labour	
Haltemprice & Howden	David	Davis	Con	
Halton	Derek	Twigg	Labour	http://www.derektwigg.org.uk
Hamilton North & Bellshill	John	Reid	Labour	http://www.johnreidmp.co.uk
Hamilton South	Bill	Tynan	Labour	http://www.billtynan.labour.co.uk
Hammersmith & Fulham	Iain	Coleman	Labour	
Hampstead & Highgate	Glenda	Jackson	Labour	
Harborough	Edward	Garnier	Con	http://www.edwardgarnier.co.uk
Harlow	Bill	Rammell	Labour	http://www.billrammell.labour.co.uk/
Harrogate & Knaresborough	Phil	Willis	LD	http://www.philwillis.org.uk
Harrow East	Tony	McNulty	Labour	http://www.tonymcnulty.org.uk
Harrow West	Gareth	Thomas	Labour	http://www.garethinharrow.labour.co.uk/
Hartlepool	Peter	Mandelson	Labour	http://www.petermandelson.com
Harwich	Ivan	Henderson	Labour	http://www.ivanhenderson.labour.co.uk/
Hastings & Rye	Michael Jabez	Foster	Labour	http://www.michaelfoster.labour.co.uk/
Havant	David	Willetts	Con	http://www.davidwilletts.org.uk
Hayes & Harlington	John	McDonnell	Labour	http://www.john-mcdonnell.net
Hazel Grove	Andrew	Stunell	LD	http://www.stunell.co.uk
Hemel Hempstead	Tony	McWalter	Labour	http://www.tonymcwaltermp.org.uk
Hemsworth	Jon	Trickett	Labour	http://www.epolitix.com/webminster/jon-trickett
Hendon	Andrew	Dismore	Labour	http://www.epolitix.com/webminster/andrew-dismore
Henley	Boris	Johnson	Con	http://www.boris-johnson.com/
Hereford	Paul	Keetch	LD	http://www.paulkeetch.org.uk
Hertford & Stortford	Mark	Prisk	Con	http://www.markprisk.com
Hertsmere	James	Clappison	Con	
Hexham	Peter	Atkinson	Con	http://www.peteratkinson.org.uk
Heywood & Middleton	Jim	Dobbin	Labour	
High Peak	Tom	Levitt	Labour	http://www.tomlevitt.org.uk
Hitchin & Harpenden	Peter	Lilley	Con	http://www.peterlilley.co.uk
Holborn & St Pancras	Frank	Dobson	Labour	
Hornchurch	John	Cryer	Labour	http://www.epolitix.com/webminster/john-cryer
Hornsey & Wood Green	Barbara	Roche	Labour	
Horsham	Francis	Maude	Con	http://www.francismaude.com/
Houghton & Washington East	Fraser	Kemp	Labour	
Hove	Ivor	Caplin	Labour	http://www.ivorcaplinmp.com
Huddersfield	Barry	Sheerman	Labour	http://www.barrysheerman.labour.co.uk
Huntingdon	Jonathan	Djanogly	Con	http://www.jonathandjanogly.com
Hyndburn	Greg	Pope	Labour	http://www.gregpope.co.uk
Ilford North	Linda	Perham	Labour	http://www.lindaperham.labour.co.uk
Ilford South	Mike	Gapes	Labour	http://www.mikegapes.org.uk
Inverness East, Nairn & Lochaber	David	Stewart	Labour	http://www.davidstewartmp.co.uk
Ipswich	Chris	Mole	Labour	http://www.chrismolemp.org.uk
Isle of Wight	Andrew	Turner	Con	http://www.islandmp.org
Islington North	Jeremy	Corbyn	Labour	http://www.jeremycorbyn.co.uk
Islington South & Finsbury	Chris	Smith	Labour	http://www.labour@islington.org.uk/labour
Islwyn	Don	Touhig	Labour	http://www.dontouhig.org.uk
Jarrow	Stephen	Hepburn	Labour	http://www.epolitix.com/webminster/stephen-hepburn
Keighley	Ann	Cryer	Labour	http://www.epolitix.com/webminster/ann-cryer
Kensington & Chelsea	Michael	Portillo	Con	http://www.michaelportillo.co.uk
Kettering	Phil	Sawford	Labour	http://www.philsawford.labour.co.uk/
Kilmarnock & Loudoun	Des	Browne	Labour	
Kingston & Surbiton	Edward	Davey	LD	http://www.edwarddavey.co.uk
Kingston upon Hull East	John	Prescott	Labour	
Kingston upon Hull North	Kevin	McNamara	Labour	http://www.kevinmcnamara.co.uk
Kingston upon Hull West & Hessle	Alan	Johnson	Labour	http://www.alanjohnson.org
Kingswood	Roger	Berry	Labour	http://www.digitalbristol.org/members/rberry
Kirkcaldy	Lewis	Moonie	Labour	
Knowsley North & Sefton East	George	Howarth	Labour	
Knowsley South	Edward	O'Hara	Labour	
Lagan Valley	Jeffrey M.	Donaldson	Ind U	http://www.jeffreydonaldson.org
Lancaster & Wyre	Hilton	Dawson	Labour	http://www.hiltondawson.fsnet.co.uk
Leeds Central	Hilary	Benn	Labour	http://www.epolitix.com/webminster/hilary-benn
Leeds East	George	Mudie	Labour	
Leeds North East	Fabian	Hamilton	Labour	http://www.leedsne.co.uk/
Leeds North West	Harold	Best	Labour	http://www.epolitix.com/webminster/harold-best
Leeds West	John	Battle	Labour	http://www.johnbattle-mp.org.uk
Leicester East	Keith	Vaz	Labour	
Leicester South	Jim	Marshall	Labour	
Leicester West	Patricia	Hewitt	Labour	http://www.patriciahewitt.labour.co.uk
Leigh	Andy	Burnham	Labour	
Leominster	Bill	Wiggin	Con	http://www.billwiggin.com
Lewes	Norman	Baker	LD	http://www.normanbaker.org.uk
Lewisham Deptford	Joan	Ruddock	Labour	http://www.joanruddock.org.uk
Lewisham East	Bridget	Prentice	Labour	http://www.bridgetprenticemp.org.uk
Lewisham West	Jim	Dowd	Labour	http://www.epolitix.com/webminster/jim-dowd
Leyton & Wanstead	Harry	Cohen	Labour	http://www.harrycohen.labour.co.uk/
Lichfield	Michael	Fabricant	Con	http://www.michael.fabricant.mp.co.uk
Lincoln	Gillian	Merron	Labour	
Linlithgow	Tam	Dalyell	Labour	
Liverpool, Garston	Maria	Eagle	Labour	http://www.mariaeaglemp.com/
Liverpool, Riverside	Louise	Ellman	Labour	http://www.epolitix.com/webminster/louise-ellman
Liverpool, Walton	Peter	Kilfoyle	Labour	http://www.peterkilfoyle.com
Liverpool, Wavertree	Jane	Kennedy	Labour	
Liverpool, West Derby	Robert	Wareing	Labour	
Livingston	Robin	Cook	Labour	http://www.robincook.org.uk
Llanelli	Denzil	Davies	Labour	http://www.rthondenzildavies.net/
Loughborough	Andy	Reed	Labour	http://www.andyreedmp.org.uk/
Louth & Horncastle	Peter	Tapsell	Con	
Ludlow	Matthew	Green	LD	http://www.matthewgreen.org.uk
Luton North	Kelvin	Hopkins	Labour	http://www.epolitix.com/webminster/kelvin-hopkins
Luton South	Margaret	Moran	Labour	http://www.margaretmoran.org
Macclesfield	Nicholas	Winterton	Con	
Maidenhead	Theresa	May	Con	http://www.tmay.co.uk/
Maidstone & The Weald	Ann	Widdecombe	Con	http://www.political.co.uk/annwiddecombe/default.asp
Makerfield	Ian	McCartney	Labour	
Maldon & East Chelmsford	John	Whittingdale	Con	http://www.johnwhittingdale.org.uk/
Manchester Central	Tony	Lloyd	Labour	http://www.tonylloydmp.co.uk
Manchester, Blackley	Graham	Stringer	Labour	
Manchester, Gorton	Gerald	Kaufman	Labour	
Manchester, Withington	Keith	Bradley	Labour	http://www.keithbradley.org.uk/
Mansfield	Alan	Meale	Labour	http://www.alanmeale.co.uk/
Medway	Robert	Marshall-Andrews	Labour	http://www.epolitix.com/webminster/bob-marshall-andrews
Meirionnydd Nant Conwy	Elfyn	Llwyd	PC	http://www.epolitix.com/webminster/elfyn-llwyd
Meriden	Caroline	Spelman	Con	http://www.carolinespelman.com
Merthyr Tydfil & Rhymney	Dai	Havard	Labour	
Mid Bedfordshire	Jonathan	Sayeed	Con	http://www.epolitix.com/webminster/jonathan-sayeed
Mid Dorset & North Poole	Annette	Brooke	LD	http://www.annettebrooke.org.uk/
Mid Norfolk	Keith	Simpson	Con	http://www.keithsimpson.org.uk
Mid Sussex	Nicholas	Soames	Con	http://www.nicholassoames.org.uk
Mid Ulster	Martin	McGuinness	SF	
Mid Worcestershire	Peter	Luff	Con	http://www.peterluff.co.uk
Middlesbrough	Stuart	Bell	Labour	http://www.stuartbellmp.org
Middlesbrough South & East Cleveland	Ashok	Kumar	Labour	http://www.epolitix.com/webminster/ashok-kumar
Midlothian	David	Hamilton	Labour	
Milton Keynes South West	Phyllis	Starkey	Labour	http://www.phyllisstarkey.labour.co.uk
Mitcham & Morden	Siobhain	McDonagh	Labour	http://www.siobhainmcdonagh.org.uk
Mole Valley	Paul	Beresford	Con	
Monmouth	Huw	Edwards	Labour	http://www.huwedwardsmonmouth.co.uk
Montgomeryshire	Lembit	Opik	LD	http://www.montgomery.libdems.org/
Moray	Angus	Robertson	SNP	http://www.moraymp.org
Morecambe & Lunesdale	Geraldine	Smith	Labour	
Morley & Rothwell	Colin	Challen	Labour	http://www.colinchallen.org.uk/
Motherwell & Wishaw	Frank	Roy	Labour	http://www.frankroy.labour.co.uk/
Neath	Peter	Hain	Labour	http://www.peterhain.org
New Forest East	Julian	Lewis	Con	http://www.julianlewis.net
New Forest West	Desmond	Swayne	Con	http://www.desmondswaynemp.com
Newark	Patrick	Mercer	Con	http://www.patrickmercer.org.uk
Newbury	David	Rendel	LD	http://www.davidrendel.org.uk
Newcastle upon Tyne Central	Jim	Cousins	Labour	
Newcastle upon Tyne East & Wallsend	Nick	Brown	Labour	
Newcastle upon Tyne North	Doug	Henderson	Labour	http://www.epolitix.com/webminster/doug-henderson
Newcastle-under-Lyme	Paul	Farrelly	Labour	
Newport East	Alan	Howarth	Labour	
Newport West	Paul	Flynn	Labour	http://www.paulflynnmp.co.uk
Newry & Armagh	Seamus	Mallon	SDLP	
Normanton	Bill	O'Brien	Labour	
North Antrim	Ian	Paisley	DU	http://www.ianpaisley.org/
North Cornwall	Paul	Tyler	LD	http://www.paultyler.libdems.org
North Devon	Nick	Harvey	LD	http://www.nickharveymp.com
North Dorset	Robert	Walter	Con	http://www.bobwalter.org
North Down	Sylvia	Hermon	UU	http://www.sylviahermon.co.uk
North Durham	Kevan	Jones	Labour	http://www.kevanjonesmp.org.uk
North East Bedfordshire	Alistair	Burt	Con	http://www.alistair-burt.co.uk
